Name,Nick Name,Status,Definition,Acronym,Resources,Related Terms,Synonyms,Stewards,Experts,Parent Term Name,IsDefinitionRichText,Term Template Names
Loss_Reserves,Loss Reserves,Approved,"an estimate of liability or provision in an insurer's financial statement, indicating the amount the insurer expects to pay for losses incurred but not yet reported or reported claims that haven't been paid.",,,,,,,,,
Loss,Loss,Approved,"physical damage to property or bodily injury, Including loss of use or loss of income",,,,,,,,,
Losses_Incurred,Losses Incurred ,Approved,Includes claims that have been paid and/or have amounts held in reserve for future payment,,,,,,,,,
Losses_Incurred_But_Not_Reported_IBNR,Losses Incurred But Not Reported (IBNR),Approved,"An estimated amount set aside by the insurance company to pay claims that may have occurred, but for some reason have not yet been reported to the insurance company.",,,,,,,,,
Major_Medical,Major Medical,Approved,a hospital/surgical/medical expense contract that provides comprehensive benefits as defined in the state in which the contract will be delivered.,,,,,,,,,
Malpractice,Malpractice,Approved,alleged misconduct or negligence in a professional act resulting in loss or injury.,,,,,,,,,
Managed_Care,Managed Care ,Approved,"system of health care delivery that attempts to influence the utilization, quality, and cost of services provided.",,,,,,,,,
Mandated_benefits,Mandated benefits,Approved,insurance required by state or federal law.,,,,,,,,,
Manufacturers_Output_Policies,Manufacturers Output Policies,Approved,"provides broad form coverage of personal property of an insured manufacturer including raw material, goods in process, finished goods and goods shipped to customers.",,,,,,,,,
Margin_Premium,Margin Premium,Approved,a deposit that an organization is required to maintain with a broker with respect to the Futures Contracts purchased or sold.,,,,,,,,,
Market_Value,Market Value ,Approved,fair value or the price that could be derived from current sale of an asset.,,,,,,,,,
Mechanical_Breakdown_Insurance,Mechanical Breakdown Insurance,Approved,"premiums attributable to policies covering repair or replacement service, or indemnification for that service, for the operational or structural failure of property due to defects in materials or workmanship, or normal wear and tear. (May cover motor vehicles, mobile equipment, boats, appliances, electronics, residual structures, etc.)",,,,,,,,,
Medicaid,Medicaid,Approved,policies issued in association with the Federal/State entitlement program created by Title XIX of the Social Security Act of 1965 that pays for medical assistance for certain individuals and families with low incomes and resources.,,,,,,,,,
Medical_and_Hospital_Expenses_Benefits_or_Claims,Medical and Hospital Expenses (Benefits or Claims) ,Approved,total expenditures for health care services paid to or on behalf of members.,,,,,,,,,
Medical_Malpractice,Medical Malpractice,Approved,"insurance coverage protecting a licensed health care provider or health care facility against legal liability resulting from the death or injury of any person due to the insured's misconduct, negligence, or incompetence, in rendering or failure to render professional services.",,,,,,,,,
Medical_Only,Medical Only ,Approved,"line of business that provides medical only benefits without hospital coverage. An example would be provider-sponsored organizations where there is no coverage for other than provider (non-hospital) services. Does not include self-insured business, FEHBP, Medicare and Medicaid programs, or dental only business.",,,,,,,,,
Medical_Professional_Liability,Medical Professional Liability,Approved,"insurance coverage protecting a licensed health care provider or health care facility against legal liability resulting from the death or injury of any person due to the insured's misconduct, negligence, or incompetence in rendering professional services. Medical Professional Liability is also known as Medical Malpractice.",,,,,,,,,
Medicare_+_Choice,Medicare + Choice,Approved,"a major initiative in the Balanced Budget Act of 1997 (also called Medicare Part C), under which Medicare beneficiaries may select from among several managed care options or a Medicare system.",,,,,,,,,
Medicare_Advantage_Plan,Medicare Advantage Plan,Approved,"an HMO, PPO, or Private Fee-For Service Plan that contracts with Medicare Advantage Prescription Drug Plan also includes drug benefits. The plan may provide extra coverage such as vision, hearing, dental, and/or health and wellness programs. Medicare pays a fixed amount for insured's care every month to the companies offering Medicare Advantage plans.",,,,,,,,,
Medicare_Cost,Medicare Cost ,Approved,contract with Center for Medicare and Medicaid Services (CMS) for Medicare coverage. These contracts with CMS provide reimbursement through pre-determined monthly amount per member based on a total estimated budget. The beneficiary may use providers outside the provider network. Does not include stand alone Medicare Part D Plans.,,,,,,,,,
Medicare_Part_D_Stand_Alone,Medicare Part D - Stand-Alone,Approved,stand-alone Part D coverage written through individual contracts; stand-alone Part D coverage written through group contracts and certificates; and Part D coverage written on employer groups where the reporting entity is responsible for reporting claims to the Centers for Medicare and Medicaid Services (CMS).,,,,,,,,,
Medicare_Supplement,Medicare Supplement ,Approved,"Insurance coverage sold on an individual or group basis to help fill the ""gaps"" in the protections granted by the federal Medicare program. This is strictly supplemental coverage and cannot duplicate any benefits provided by Medicare. It is structured to pay part or all of Medicare's deductibles and co-payments. It may also cover some services and expenses not covered by Medicare. Also known as Medigap"" insurance.",,,,,,,,,
Medicare,Medicare,Approved,"a state assistance program, passed under Title XVIII of the Social Security Amendments of 1965, to provide hospital and medical expense insurance to those over 65 years of age.",,,,,,,,,
Medigap,Medigap,Approved,supplementary private health insurance products to Medicare insurance benefits.,,,,,,,,,
Member,Member,Approved,A person who has enrolled as a subscriber or an eligible dependent of a subscriber and for whom the health organization has accepted the responsibility for the provision of health services as may be contracted for.,,,,,,,,,
Minimum_Premium_Plan,Minimum Premium Plan ,Approved,"an arrangement under which an insurance carrier will, for a fee, handle the administration of claims and insure against large claims for a self-insured group. The employer self-funds a fixed percentage (e.g. 90%) of the estimated monthly claims, and the insurer covers the remainder.",,,,,,,,,
Mobile_Homes_Homeowners,Mobile Homes - Homeowners,Approved,homeowners insurance sold to owners occupying the described mobile home.,,,,,,,,,
Mobile_Homes_under_Transport,Mobile Homes under Transport,Approved,coverage for mobile homes while under transport for personal or commercial use.,,,,,,,,,
Modified_Guaranteed,Modified Guaranteed,Approved,an annuity that contains a provision that adjusts the value of withdrawn funds based on a formula in the contract. The formula reflects market value adjustments.,,,,,,,,,
Moral_Hazard,Moral Hazard,Approved,personality characteristics that increase probability of losses. For example not taking proper care to protect insured property because the insured knows the insurance company will replace it if it is damaged or stolen.,,,,,,,,,
Morale_Hazard,Morale Hazard,Approved,negligence or disregard on the part of the insured which could lead to probable loss.,,,,,,,,,
Morbidity_Risk,Morbidity Risk ,Approved,"the potential for a person to experience illness, injury, or other physical or psychological impairment, whether temporary or permanent. Morbidity risk excludes the potential for an individual's death, but includes the potential for an illness or injury that results in death.",,,,,,,,,
Morbidity_Table,Morbidity Table,Approved,a statistical record of the rate of illness among the defined age groups.,,,,,,,,,
Morbidity,Morbidity,Approved,the frequency or severity of disease or illness within a subset of the population.,,,,,,,,,
Mortality_Table,Mortality Table,Approved,chart that shows the death rates of a particular population at each age displayed as the number of deaths per thousand.,,,,,,,,,
Mortgage_Guaranty,Mortgage Guaranty,Approved,insurance that indemnifies a lender for loss upon foreclosure if a borrower fails to meet required mortgage payments.,,,,,,,,,
Mortgage_Insurance,Mortgage Insurance,Approved,a form of life insurance coverage payable to a third party lender/mortgagee upon the death of the insured/mortgagor for loss of loan payments.,,,,,,,,,
Mortgage,Mortgage,Approved,a note used to secure a loan for real property.,,,,,,,,,
Mortgage_Backed_Securities,Mortgage-Backed Securities ,Approved,"a type of asset-backed security that is secured by a mortgage or collection of mortgages. These securities must also be grouped in one of the top two ratings as determined by an accredited credit rating agency, and usually pay periodic payments that are similar to coupon payments. Furthermore, the mortgage must have originated from a regulated and authorized financial institution.",,,,,,,,,
Multi_Peril_Insurance,Multi-Peril Insurance,Approved,personal and business property coverage combining several types of property insurance in one policy.,,,,,,,,,
Municipal_Bond_Guarantee_Insurance,Municipal Bond Guarantee Insurance,Approved,coverage sold to municipalities to guarantee the principle payment on bonds issued.,,,,,,,,,
Municipal_Liability,Municipal Liability,Approved,liability coverage for the acts of a municipality.,,,,,,,,,
Municipal_obligation_bond,Municipal obligation bond,Approved,"any security, or other instrument, including a state lease but not a lease of any other governmental entity, under which a payment obligation is created, issued by or on behalf of a governmental unit to finance a project servicing a substantial public purpose, and 1) Payable from tax revenues, but not tax allocations, within the jurisdiction of such governmental unit; 2) Payable or guaranteed by the United States of America or any agency, department or instrumentality thereof, or by a state housing agency; 3) Payable from rates or charges (but not tolls) levied or collected in respect of a non-nuclear utility project, public transportation facility (other than an airport facility) or public higher education facility; or 4) With respect to lease obligations, payable from future appropriations.",,,,,,,,,
Mutual_Insurance_Company,Mutual Insurance Company,Approved,"a privately held insurer owned by its policyholders, operated as a non-profit that may or may not be incorporated.",,,,,,,,,
Mutual_Insurance_Holding_Company,Mutual Insurance Holding Company,Approved,"a company organized as a mutual and owning a capital stock insurer or insurers for the benefit of pooling risk for many people, typically those in the same industry.",,,,,,,,,
Named_Insured,Named Insured,Approved,the individual defined as the insured in the policy contract. .,,,,,,,,,
Named_Peril_Coverage,Named Peril Coverage,Approved,insurance for losses explicitly defined in the policy contract.,,,,,,,,,
National_Association_of_Insurance_Commissioners_NAIC,National Association of Insurance Commissioners (NAIC) ,Approved,"the U.S. standard-setting and regulatory support organization created and governed by the chief insurance regulators from the 50 states, the District of Columbia and five U.S. territories. Through the NAIC, state insurance regulators establish standards and best practices, conduct peer review, and coordinate their regulatory oversight. NAIC staff supports these efforts and represents the collective views of state regulators domestically and internationally. NAIC members, together with the central resources of the NAIC, form the national system of state-based insurance regulation in the U.S.",,,,,,,,,
Nationally_Recognized_Statistical_Rating_Organization_NRSRO,Nationally Recognized Statistical Rating Organization (NRSRO),Approved,"refers to rating organizations so designated by the SEC whose status has been confirmed by the Securities Valuation Office. Examples are: Moody's Investors Service, Inc., Standard and Poor's (S&P), A.M. Best Company (A.M. Best) and Fitch Ratings and Dominion Bond Rating Service (DBRS).",,,,,,,,,
Negligence,Negligence,Approved,failure to exercise reasonable consideration resulting in loss or damage to oneself or others.,,,,,,,,,
Net_Admitted_Assets,Net Admitted Assets ,Approved,total of assets whose values are permitted by state law to be included in the annual statement of the insurer.,,,,,,,,,
Net_Income,Net Income ,Approved,total revenues from an insurer's operations less total expenses and income taxes,,,,,,,,,
Net_Premiums_Earned,Net Premiums Earned ,Approved,premiums on property/casualty or health policies that will not have to be returned to the policyholder if the policy is cancelled.,,,,,,,,,
NFIP_National_Flood_Insurance_Program,NFIP - National Flood Insurance Program,Approved,flood insurance and floodplain management for personal and business property administered under the National Flood Act of 1968. Encourages participation by private insurers through a flood insurance pool .,,,,,,,,,
Nonadmitted_Assets,Nonadmitted Assets ,Approved,"assets having economic value other than those which can be used to fulfill policyholder obligations, or those assets which are unavailable due to encumbrances or other third party interests and should not be recognized on the balance sheet.",,,,,,,,,
Nonadmitted_Insurer,Nonadmitted Insurer,Approved,insurance company not licensed to do business within a given state.,,,,,,,,,
Non_controlled_stock_insurers,Non-controlled stock insurers,Approved,"insurers in which a parent company has: 1) a financial interest represented by the direct or indirect ownership of less than 50% of voting shares, and 2) does not have the ability to exercise control over the insurer, e.g., through voting stock or management contract",,,,,,,,,
Non_proportional_Reinsurance,Non-proportional Reinsurance ,Approved,"reinsurance that is not secured on individual lives for specific individual amount of reinsurance, but rather reinsurance that protects the ceding company's overall experience on its entire portfolio of business, or at least a broad segment of it. The most common forms of non-proportional reinsurance are stop loss and catastrophe.",,,,,,,,,
Notional_Value,Notional Value,Approved,"the principal value upon which future payments are based in a derivative transaction as at a specific period in time (the ""as of"" reporting date) in the reporting currency.",,,,,,,,,
Nuclear_Energy_Liability,Nuclear Energy Liability,Approved,coverage for bodily injury and property damage liability resulting from the nuclear energy material (whether or not radioactive) on the insured business's premises or in transit.,,,,,,,,,
Occurrence,Occurrence,Approved,"an accident , including injurious exposure to conditions, which results, during the policy period in bodily injury or property damage neither expected or intended from the standpoint of the insured. (Bickelhaupt and Magee)",,,,,,,,,
Ocean_Marine,Ocean Marine,Approved,coverage for ocean and inland water transportation exposures; goods or cargoes; ships or hulls; earnings; and liability.,,,,,,,,,
Officer,Officer,Approved,"a president, vice-president, treasurer, actuary, secretary, controller and any other person who performs for the company functions corresponding to those performed by the foregoing officers.",,,,,,,,,
Option,Option,Approved,"an agreement giving the buyer the right to buy or receive, sell or deliver, enter into, extend or terminate, or effect a cash settlement based on the actual or expected price, level, performance or value of one or more Underlying Interests.",,,,,,,,,
Other_Accident_and_Health,Other Accident and Health,Approved,"accident and health coverages not otherwise properly classified as Group Accident and Health or Credit Accident and Health (e.g., collectively renewable and individual non-cancelable, guaranteed renewable, non-renewable for stated reasons only, etc.). Include all Medicare Part D Prescription Drug Coverage, whether sold on a stand-alone basis or through a Medicare Advantage product and whether sold directly to an individual or through a group.",,,,,,,,,
Other_Considerations,Other Considerations,Approved,"Unallocated annuity considerations and other unallocated deposits that incorporate any mortality or morbidity risk and are not reported as direct premiums, direct annuity considerations or deposit-type contract funds.",,,,,,,,,
Other_Liability,Other Liability,Approved,"coverage protecting the insured against legal liability resulting from negligence, carelessness, or a failure to act resulting in property damage or personal injury to others.",,,,,,,,,
Other_Underwriting_Expenses,Other Underwriting Expenses ,Approved,allocable expenses other than loss adjustment expenses and investment expenses.,,,,,,,,,
Owner_Occupied,Owner Occupied,Approved,homeowners insurance sold to owners occupying the described property.,,,,,,,,,
Package_Policy,Package Policy,Approved,two or more distinct policies combined into a single contract.,,,,,,,,,
Par_Value,Par Value ,Approved,the nominal or face value of a stock or bond.,,,,,,,,,
Peril,Peril,Approved,"the cause of property damage or personal injury, origin of desire for insurance. ""Cause of Loss""",,,,,,,,,
Permanent_Life_Insurance,Permanent Life Insurance,Approved,policy that remains active for the life of the insured.,,,,,,,,,
Personal_Auto_Policy,Personal Auto Policy,Approved,coverage designed to insure private passenger automobiles and certain types of trucks owned by an individual or husband and wife.,,,,,,,,,
Personal_Earthquake,Personal Earthquake,Approved,"earthquake property coverage for personal, family or household purposes.",,,,,,,,,
Personal_Flood,Personal Flood,Approved,"separate flood insurance policy sold for personal, family or household purposes.",,,,,,,,,
Personal_GAP_Insurance,Personal GAP Insurance,Approved,credit insurance that insures the excess of the outstanding indebtedness over the primary property insurance benefits in the event of a total loss to a collateral asset.,,,,,,,,,
Personal_Injury_Liability,Personal Injury Liability,Approved,"liability coverage for those who have been discriminated against, falsely arrested, illegally detained, libeled, maliciously prosecuted, slandered, suffered from identity theft, mental anguish or alienation of affections, or have had their right of privacy violated.",,,,,,,,,
Personal_Injury_Protection_Coverage_PIP,Personal Injury Protection Coverage/PIP,Approved,automobile coverage available in states that have enacted no-fault laws or other auto reparation reform laws for treatment of injuries to the insured and passengers of the insured.,,,,,,,,,
Personal_Property,Personal Property,Approved,"single interest or dual interest credit insurance (where collateral is not a motor vehicle, mobile home, or real estate) that covers perils to goods purchased or used as collateral and that concerns a creditor's interest in the purchased goods or pledged collateral either in whole or in part; or covers perils to goods purchased in connection with an open-end credit transaction.",,,,,,,,,
Pet_Insurance_Plans,Pet Insurance Plans,Approved,"veterinary care plan insurance policy providing care for a pet animal (e.g., dog or cat) of the insured owner in the event of its illness or accident.",,,,,,,,,
Policy_Dividend,Policy Dividend,Approved,"a refund of part of the premium on a participating life insurance policy. Amount of payment is determined by subtracting the actual premium expense from the premium charged. The payment can be taken as cash, applied to a purchase an increment of paid-up insurance, left on deposit with the insurance company or applied to purchase term insurance for one year.",,,,,,,,,
Policy_Period,Policy Period,Approved,time period during which insurance coverage is in effect.,,,,,,,,,
Policy_Reserve,Policy Reserve,Approved,the amount of money allocated specifically for the fulfillment of policy obligations by a life insurance company; reserves are in place to safeguard that the company is able to pay all future claims.,,,,,,,,,
Policy,Policy,Approved,a written contract ratifying the legality of an insurance agreement.,,,,,,,,,
Policyholders_Surplus,Policyholders Surplus,Approved,assets in excess of the liabilities of a company or net income above any monies indebted to legal obligation.,,,,,,,,,
Pollution,Pollution,Approved,environmental contamination.,,,,,,,,,
Pool,Pool,Approved,an association organized for the purpose of absorbing losses through a risk-sharing mechanism thereby limiting individual exposures.,,,,,,,,,
Preferred_Provider_Organization_PPO,Preferred Provider Organization (PPO) ,Approved,"arrangement, insured or uninsured, where contracts are established by Health Plan Companies (typically, commercial insurers, and, in some circumstances, by self-insured employers) with health care providers. The Health Plans involved will often designate these contracted providers as ""preferred"" and will provide an incentive, usually in the form of lower deductibles or co-payments, to encourage covered individuals to use these providers. Members are allowed benefits for non-participating provider services on an indemnity basis with significant copayments and providers are often, but not always, paid on a discounted fee for service basis.",,,,,,,,,
Preferred_Risk,Preferred Risk,Approved,"insured, or applicant for insurance, who presents likelihood of risk lower than that of the standard applicant.",,,,,,,,,
Premises_and_Operations,Premises and Operations,Approved,"policies covering the liability of an insured to persons who have incurred bodily injury or property damage on an insured's premises during normal operations or routine maintenance, or from an insured's business operations either on or off of the insured's premises.",,,,,,,,,
Premium,Premium,Approved,Money charged for the insurance coverage reflecting expectation of loss.,,,,,,,,,
Premiums_Earned,Premiums Earned ,Approved,the portion of premium for which the policy protection or coverage has already been given during the now-expired portion of the policy term.,,,,,,,,,
Premiums_Net,Premiums Net ,Approved,is the amount calculated on the basis of the interest and mortality table used to calculate the reporting entity's statutory policy reserves.,,,,,,,,,
Premiums_Written,Premiums Written ,Approved,total premiums generated from all policies (contracts) written by an insurer within a given period of time.,,,,,,,,,
Primary_Insurance,Primary Insurance,Approved,coverage that takes precedence when more than one policy covers the same loss.,,,,,,,,,
Prior_Approval_Law,Prior Approval Law,Approved,a state regulatory requirement for pre-approval of all insurance rates and forms.,,,,,,,,,
Private_Passenger_Auto_PPA,Private Passenger Auto (PPA),Approved,"filings that include singularly or in any combination coverage such as the following: Auto Liability, Personal Injury Protection (PIP), Medical Payments (MP), Uninsured/Underinsured (UM/UIM); Specified Causes of Loss, Comprehensive, and Collision.",,,,,,,,,
Producer,Producer,Approved,"an individual who sells, services, or negotiates insurance policies either on behalf of a company or independently.",,,,,,,,,
Product_Liability,Product Liability,Approved,"insurance coverage protecting the manufacturer, distributor, seller, or lessor of a product against legal liability resulting from a defective condition causing personal injury, or damage, to any individual or entity, associated with the use of the product.",,,,,,,,,
Professional_Errors_and_Omissions_Liability,Professional Errors and Omissions Liability,Approved,"coverage available to pay for liability arising out of the performance of professional or business related duties, with coverage being tailored to the needs of the specific profession. Examples include abstracters, accountants, insurance adjusters, architects, engineers, insurance agents and brokers, lawyers, real estate agents, stockbrokers.",,,,,,,,,
Property,Property,Approved,"coverage protecting the insured against loss or damage to real or personal property from a variety of perils, including but not limited to fire, lightening, business interruption, loss of rents, glass breakage, tornado, windstorm, hail, water damage, explosion, riot, civil commotion, rain, or damage from aircraft or vehicles.",,,,,,,,,
Pro_rata_proportional_Reinsurance,Pro-rata (proportional) Reinsurance ,Approved,portion of the losses and premium reinsurer shares with the ceding entity.,,,,,,,,,
Protected_Cell,Protected Cell ,Approved,"an insurance-linked security retained within the insurance or reinsurance company and is used to insulate the proceeds of the securities offering from the general business risks of the insurer, granting an additional comfort level for investors of the securitized instrument.",,,,,,,,,
Protection_and_Indemnity_P_and_I_Insurance,Protection and Indemnity (P&I) Insurance,Approved,a broad form of marine legal liability insurance coverage.,,,,,,,,,
Provider_Sponsored_Network_PSN,Provider Sponsored Network (PSN) ,Approved,"formal affiliations of providers, sometimes called ""integrated delivery systems"", organized and operated to provide an integrated network of health care providers with which third parties, such as insurance companies, HMOs, or other Health Plan Companies, may contract for health care services to covered individuals. Some models of integration include Physician Hospital Organizations, Management Service Organizations, Group Practices Without Walls, Medical Foundations, and Health Provider Cooperatives.",,,,,,,,,
Provisions,Provisions,Approved,contingencies outlined in an insurance policy.,,,,,,,,,
Proximate_Cause,Proximate Cause,Approved,event covered under insured's policy agreement.,,,,,,,,,
Public_Adjuster,Public Adjuster,Approved,independent claims adjuster representing policyholders instead of insurance companies.,,,,,,,,,
Pure_Premium,Pure Premium,Approved,"that portion of the premium equal to expected losses void of insurance company expenses, premium taxes, contingencies, or profit margin.",,,,,,,,,
Pure_Risk,Pure Risk,Approved,circumstance including possibility of loss or no loss but no possibility of gain.,,,,,,,,,
Qualified_Actuary,Qualified Actuary,Approved,"a person who meets the basic education, experience and continuing education requirements (these differ by line of business) of the Specific Qualification Standard for Statements of Actuarial Opinion, NAIC Property and Casualty Annual Statement, as set forth in the Qualification Standards for Actuaries Issuing Statements of Actuarial Opinion in the United States, promulgated by the American Academy of Actuaries, and is in good standing of the American Academy of Actuaries who has been approved as qualified for signing casualty loss reserve opinions by the Casualty Practice Council of the American Academy of Actuaries.",,,,,,,,,
Rate,Rate,Approved,value of insured losses expressed as a cost per unit of insurance.,,,,,,,,,
Rebate,Rebate,Approved,a refund of part or all of a premium payment.,,,,,,,,,
Reinsurance,Reinsurance,Approved,a transaction between a primary insurer and another licensed (re) insurer where the reinsurer agrees to cover all or part of the losses and/or loss adjustment expenses of the primary insurer. The assumption is in exchange for a premium. Indemnification is on a proportional or non-proportional basis.,,,,,,,,,
Reinsurer,Reinsurer,Approved,company assuming reinsurance risk.,,,,,,,,,
Renewable_Term_Insurance,Renewable Term Insurance,Approved,insurance that is renewable for a limited number of successive terms by the policyholder and is not contingent upon medical examination.,,,,,,,,,
Renters_Insurance,Renters Insurance,Approved,liability coverage for contents within a renter's residence. Coverage does not include the structure but does include any affixed items provided or changed by the renter.,,,,,,,,,
Replacement_Cost,Replacement Cost,Approved,the cost of replacing property without a reduction for depreciation due to normal wear and tear.,,,,,,,,,
Reported_Losses,Reported Losses ,Approved,"Includes both expected payments for losses relating to insured events that have occurred and have been reported to the insurance company, but not yet paid.",,,,,,,,,
Reserve_Credit,Reserve Credit ,Approved,reduction of reserve amounts for reinsurance ceded. Reductions may include the claim reserve and/or the unearned premium reserve.,,,,,,,,,
Reserve,Reserve,Approved,A portion of the premium retained to pay future claims,,,,,,,,,
Residence,Residence,Approved,the domicile location of a member as shown by his or her determination as a resident.,,,,,,,,,
Residual_Market_Plan,Residual Market Plan,Approved,method devised for coverage of greater than average risk individuals who cannot obtain insurance through normal market channels.,,,,,,,,,
Retention_Limit,Retention Limit ,Approved,"maximum amount of medical and hospital expense an insurer will carry on its own. The limit can be for an individual claim and/or for the insurers total claims, depending upon the terms of the reinsurance contract.",,,,,,,,,
Retention,Retention,Approved,a mechanism of internal fund allocation for loss exposure used in place of or as a supplement to risk transfer to an insurance company.,,,,,,,,,
Retrocession,Retrocession,Approved,the portion of risk that a reinsurance company cedes or amount of insurance the company chooses not to retain.,,,,,,,,,
Retrospective_Rating,Retrospective Rating,Approved,the process of determining the cost of an insurance policy based on the actual loss experience determined as an adjustment to the initial premium payment.,,,,,,,,,
Rider,Rider,Approved,an amendment to a policy agreement.,,,,,,,,,
Risk_Based_Capital_RBC_Ratio,Risk Based Capital (RBC) Ratio,Approved,ratio used to identify insurance companies that are poorly capitalized. Calculated by dividing the company's capital by the minimum amount of capital regulatory authorities have deemed necessary to support the insurance operations.,,,,,,,,,
Risk_Retention_Act,Risk Retention Act,Approved,a 1986 federal statute amending portions of the Product Liability Risk Retention Act of 1981 and enacted to make organization of Risk Retention Groups and Purchasing Groups more efficient.,,,,,,,,,
Risk_Retention_Group,Risk Retention Group,Approved,group-owned insurer organized for the purpose of assuming and spreading the liability risks to its members.,,,,,,,,,
Risk,Risk,Approved,Uncertainty concerning the possibility of loss by a peril for which insurance is pursued.,,,,,,,,,
Salvage,Salvage,Approved,value recoverable after a loss.,,,,,,,,,
Securitization_of_Insurance_Risk,Securitization of Insurance Risk,Approved,a method for insurance companies to access capital and hedge risks by converting policies into securities that can be sold in financial markets.,,,,,,,,,
Security,Security,Approved,"a share, participation, or other interest in property or in an enterprise of the issuer or an obligation of the issuer.",,,,,,,,,
Self_Insurance,Self-Insurance,Approved,type of insurance often used for high frequency low severity risks where risk is not transferred to an insurance company but retained and accounted for internally.,,,,,,,,,
Separate_Account,Separate Account,Approved,segregated funds held and invested independently of other assets by an insurer for the purpose of a group retirement fund.,,,,,,,,,
Short_term_Disability,Short-term Disability,Approved,"a company standard defining a period of time employees are eligible for short-term disability coverage, typically for 2 years or less.",,,,,,,,,
Short_Term_Medical,Short-Term Medical,Approved,"policies that provide major medical coverage for a short period of time, typically 30 to 180 days. These policies may be renewable for multiple periods.",,,,,,,,,
Situs_of_Contract,Situs of Contract ,Approved,the jurisdiction in which the contract is issued or delivered as stated in the contract.,,,,,,,,,
Social_Insurance,Social Insurance,Approved,compulsory insurance plan administered by a federal or state government agency with the primary emphasis on social adequacy.,,,,,,,,,
Soft_Market,Soft Market,Approved,a buyer's market characterized by abundant supply of insurance driving premiums down.,,,,,,,,,
Special_revenue_bond,Special revenue bond,Approved,"any security, or other instrument under which a payment obligation is created, issued by or on behalf of a governmental unit to finance a project serving a substantial public purpose and not payable from the sources in connection with the payment of municipal obligation bonds.",,,,,,,,,
Specified_Disease_Coverage,Specified Disease Coverage ,Approved,coverage that provides primarily pre-determined benefits for expenses of the care of cancer and/or other specified diseases.,,,,,,,,,
Specified_Named_Disease,Specified/Named Disease,Approved,"policies that provide benefits only for the diagnosis and/or treatment of a specifically named disease or diseases. Benefits can be paid as expense incurred, per diem or as a principal sum.",,,,,,,,,
Standard_Risk,Standard Risk,Approved,"a person who, according to a company's underwriting standards, is considered a normal risk and insurable at standard rates. High or low risk candidates may qualify for extra or discounted rates based on their deviation from the standard.",,,,,,,,,
State_Childrens_Health_Insurance_Program,State Children's Health Insurance Program,Approved,policies issued in association with the Federal/State partnership created by title XXI of the Social Security Act.,,,,,,,,,
State_of_Domicile,State of Domicile ,Approved,the state where a company's home office is located.,,,,,,,,,
State_Page,State Page ,Approved,"Exhibit of Premiums and Losses for each state a company is licensed. The state of domicile receives a schedule for each jurisdiction the company wrote direct business, or has amounts paid, incurred or unpaid.",,,,,,,,,
Statement_Type,Statement Type ,Approved,"refers to the primary business type under which the company files its annual and quarterly statement, such as Life, Property, Health, Fraternal, Title.",,,,,,,,,
Statement_Value,Statement Value ,Approved,"the Statutory Accounting Principle book value reduced by any valuation allowance and non-admitted adjustment applied to an individual investment or a similar group of investments, e.g., bonds, mortgage loans, common stock.",,,,,,,,,
Statutory_Accounting,Statutory Accounting ,Approved,method of accounting standards and principles used by state regulatory authorities to measure the financial condition of regulated companies and other insurance enterprises. This method tends to be more conservative than the Generally Accepted Accounting Principles used by most businesses. Compliance with solvency and other standards is determined using financial documents prepared in accordance with Statutory Accounting Principles.,,,,,,,,,
Statutory_Accounting_Principles_SAP,Statutory Accounting Principles (SAP),Approved,a set of accounting principles set forth by the National Association of Insurance Commissioners used to prepare statutory financial statements for insurance companies.,,,,,,,,,
Stock_Insurance_Company,Stock Insurance Company,Approved,business owned by stockholders.,,,,,,,,,
Stop_Loss_Excess_Loss,Stop Loss/Excess Loss,Approved,"individual or group policies providing coverage to a health plan, a self-insured employer plan, or a medical provider providing coverage to insure against the risk that any one claim or an entire plan's losses will exceed a specified dollar amount.",,,,,,,,,
Structured_Securities,Structured Securities ,Approved,loan-backed securities that have been divided into two or more classes of investors where the payment of interest and/or principal of any class of securities has been allocated in a manner that is not proportional to interest and/or principal received by the issuer from the mortgage pool or other underlying securities.,,,,,,,,,
Structured_Settlements,Structured Settlements ,Approved,"periodic fixed payments to a claimant for a determinable period, or for life, for the settlement of a claim.",,,,,,,,,
Subrogation_Clause,Subrogation Clause ,Approved,section of insurance policies giving an insurer the right to take legal action against a third party responsible for a loss to an insured for which a claim has been paid.,,,,,,,,,
Subrogation,Subrogation,Approved,"situation where an insurer, on behalf of the insured, has a legal right to bring a liability suit against a third party who caused losses to the insured. Insurer maintains the right to seek reimbursement for losses incurred by insurer at the fault of a third party.",,,,,,,,,
Subsequent_Event,Subsequent Event ,Approved,"events or transactions that occur subsequent to the balance sheet date, but before the issuance of the statutory financial statements and before the date the audited financial statements are issued, or available to be issued.",,,,,,,,,
Substandard_Risk,Substandard Risk,Approved,"(impaired risk) risks deemed undesirable due to medical condition or hazardous occupation requiring the use of a waiver, a special policy form, or a higher premium charge.",,,,,,,,,
Superfund,Superfund,Approved,federal act mandating retroactive liability for environmental pollution where responsible party maintains accountability for environmental clean-up regardless of length of time since polluting event occurred.,,,,,,,,,
Surety_Bond,Surety Bond,Approved,a three-party agreement whereby a guarantor (insurer) assumes an obligation or responsibility to pay a second party (obligee) should the principal debtor (obligor) become in default.,,,,,,,,,
